Player Name;Profile URL;Position;Born;College;High School;Draft;Height;Weight;TransactionsRaw;Age;Birth City;Birth State;Birth Country;Transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bill Bridges;https://www.basketball-reference.com/players/b/bridgbi01.html;Power Forward ▪ Shoots: Right;April 4 , 1939 in Hobbs, New Mexico us;Kansas;Hobbs in Hobbs, New Mexico;Chicago Packers , 3rd round (9th pick, 32nd overall), 1961 NBA Draft;06.Jun;103.4 kg;March 27, 1961 : Drafted by the Chicago Packers in the 3rd round (32nd pick) of the 1961 NBA Draft. June 14, 1962 : Traded by the Chicago Packers with Ralph Davis to the St. Louis Hawks for Al Ferrari and Shellie McMillon . November 19, 1971 : Traded by the Atlanta Hawks to the Philadelphia 76ers for Jim Washington . November 2, 1972 : Traded by the Philadelphia 76ers with Mel Counts to the Los Angeles Lakers for Leroy Ellis and John Trapp . December 6, 1974 : Waived by the Los Angeles Lakers . March 1, 1975 : Signed as a free agent with the Golden State Warriors .;;Hobbs;New Mexico;us;March 27, 1961 : Drafted by the Chicago Packers in the 3rd round (32nd pick) of the 1961 NBA Draft. June 14, 1962 : Traded by the Chicago Packers with Ralph Davis to the St. Louis Hawks for Al Ferrari and Shellie McMillon. November 19, 1971 : Traded by the Atlanta Hawks to the Philadelphia 76ers for Jim Washington. November 2, 1972 : Traded by the Philadelphia 76ers with Mel Counts to the Los Angeles Lakers for Leroy Ellis and John Trapp. December 6, 1974 : Waived by the Los Angeles Lakers. March 1, 1975 : Signed as a free agent with the Golden State Warriors.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen Bridges;https://www.basketball-reference.com/players/b/bridgja01.html;Small Forward ▪ Shoots: Right;May 14 , 2001 (Age: 24-151d) in Fairmont, West Virginia us;;Fairmont Senior in Fairmont, West Virginia;;06.Aug;102.1 kg;July 2, 2024 : Signed a two-way contract with the Phoenix Suns . September 19, 2025 : Signed an Exhibit 10 contract with the Boston Celtics .;24;Fairmont;West Virginia;us;July 2, 2024 : Signed a two-way contract with the Phoenix Suns. September 19, 2025 : Signed an Exhibit 10 contract with the Boston Celtics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mikal Bridges;https://www.basketball-reference.com/players/b/bridgmi01.html;Small Forward and Shooting Guard ▪ Shoots: Right;August 30 , 1996 (Age: 29-043d) in Philadelphia, Pennsylvania us;Villanova;Great Valley in Malvern, Pennsylvania;Philadelphia 76ers , 1st round (10th pick, 10th overall), 2018 NBA Draft;06.Jun;94.8 kg;July 11, 2012 : Traded by the Los Angeles Lakers (as a future 2018 1st round draft pick) with a 2013 1st round draft pick ( Nemanja Nedović was later selected), a 2013 2nd round draft pick ( Alex Oriakhi was later selected) and a 2014 2nd round draft pick ( Johnny O'Bryant was later selected) to the Phoenix Suns for Steve Nash . February 19, 2015 : As part of a 3-team trade, traded by the Phoenix Suns (as a future 2018 1st round draft pick) to the Philadelphia 76ers ;;;;;; the Indiana Pacers traded Juan Vaulet to the Brooklyn Nets ; the Milwaukee Bucks traded a 2028 2nd round draft pick and a 2029 2nd round draft pick to the Brooklyn Nets ; the Milwaukee Bucks traded George Hill , Serge Ibaka , Jordan Nwora , a 2023 2nd round draft pick ( Isaiah Wong was later selected), a 2024 2nd round draft pick ( Quinten Post was later selected) and a 2025 2nd round draft pick ( Taelon Peter was later selected) to the Indiana Pacers ;" and the Phoenix Suns traded Jae Crowder to the Milwaukee Bucks. 2023 2nd-rd pick was CLE own 2024 2nd-rd pick is MIL own 2025 2nd-rd pick is IND own Brooklyn also received multiple trade exceptions 2023 1st-rd pick was PHO own 2025 1st-rd pick is PHO own 2027 1st-rd pick is PHO own 2028 1st-rd pick is a right to swap 2029 1st-rd pick is PHO own 2028 2nd-rd pick is MIL own 2029 2nd-rd pick is MIL own July 6, 2024 : Traded by the Brooklyn Nets with Keita Bates-Diop , Juan Pablo Vaulet and a 2026 2nd round draft pick to the New York Knicks for Bojan Bogdanovic , Mamadi Diakite , Shake Milton , a 2025 1st round draft pick ( Ben Saraf was later selected), a 2025 1st round draft pick ( Nolan Traoré was later selected), a 2025 2nd round draft pick ( Adou Thiero was later selected), a 2027 1st round draft pick, a 2028 1st round draft pick, a 2029 1st round draft pick and a 2031 1st round draft pick. 2026 2nd-rd pick is least favorable 2025 1st-rd pick is NYK own conditional 2025 1st-rd pick is MIL own 2025 2nd-rd pick is BRK own 2027 1st-rd pick is NYK own 2028 1st-rd pick is a swap 2029 1st-rd pick is NYK own 2031 1st-rd pick is NYK own, Brooklyn also received trade exceptions August 1, 2025 : Signed a contract extension with the New York Knicks.""";;;;;;;;;;;;;;;;;;;;;;;;
Miles Bridges;https://www.basketball-reference.com/players/b/bridgmi02.html;Small Forward and Power Forward ▪ Shoots: Left;March 21 , 1998 (Age: 27-205d) in Flint, Michigan us;Michigan State;Huntington Prep in Huntington, West Virginia;Los Angeles Clippers , 1st round (12th pick, 12th overall), 2018 NBA Draft;06.Jul;102.1 kg;January 29, 2018 : Traded by the Detroit Pistons (as a future 2018 1st round draft pick) with Avery Bradley , Tobias Harris , Boban Marjanović and a 2019 2nd round draft pick ( Jaylen Hands was later selected) to the Los Angeles Clippers for Blake Griffin , Brice Johnson and Willie Reed . June 21, 2018 : Drafted by the Los Angeles Clippers in the 1st round (12th pick) of the 2018 NBA Draft. June 21, 2018 : Traded by the Los Angeles Clippers with a 2020 2nd round draft pick ( Vernon Carey Jr. was later selected) and a 2021 2nd round draft pick ( Scottie Lewis was later selected) to the Charlotte Hornets for Shai Gilgeous-Alexander . (CHO's 2020 2nd-rd pick from LAC is CLE's pick.) July 2, 2018 : Signed a multi-year contract with the Charlotte Hornets . July 2, 2023 : Signed a contract with the Charlotte Hornets . July 14, 2024 : Signed a multi-year contract with the Charlotte Hornets .;27;Flint;Michigan;us;January 29, 2018 : Traded by the Detroit Pistons (as a future 2018 1st round draft pick) with Avery Bradley , Tobias Harris , Boban Marjanović and a 2019 2nd round draft pick ( Jaylen Hands was later selected) to the Los Angeles Clippers for Blake Griffin , Brice Johnson and Willie Reed. June 21, 2018 : Drafted by the Los Angeles Clippers in the 1st round (12th pick) of the 2018 NBA Draft. June 21, 2018 : Traded by the Los Angeles Clippers with a 2020 2nd round draft pick ( Vernon Carey Jr. was later selected) and a 2021 2nd round draft pick ( Scottie Lewis was later selected) to the Charlotte Hornets for Shai Gilgeous-Alexander. (CHO's 2020 2nd-rd pick from LAC is CLE's pick. ) July 2, 2018 : Signed a multi-year contract with the Charlotte Hornets. July 2, 2023 : Signed a contract with the Charlotte Hornets. July 14, 2024 : Signed a multi-year contract with the Charlotte Hornets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Al Brightman;https://www.basketball-reference.com/players/b/brighal01.html;Forward ▪ Shoots: Right;September 22 , 1923 in Eureka, California us;University of Charleston;Wilson in Long Beach, California;;06.Feb;88.5 kg;;;Eureka;California;us;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amida Brimah;https://www.basketball-reference.com/players/b/brimaam01.html;Center ▪ Shoots: Right;February 11 , 1994 (Age: 31-243d) in Accra, Ghana gh;UConn;Archbishop Coleman Carroll in Miami, Florida;;06.Okt;104.3 kg;September 25, 2017 : Signed a contract with the San Antonio Spurs . October 12, 2017 : Waived by the San Antonio Spurs . September 17, 2018 : Signed an Exhibit 10 contract with the San Antonio Spurs . September 20, 2018 : Waived by the San Antonio Spurs . September 3, 2019 : Signed an Exhibit 10 contract with the Indiana Pacers . October 16, 2019 : Waived by the Indiana Pacers . November 29, 2020 : Signed an Exhibit 10 contract with the Indiana Pacers . December 18, 2020 : Waived by the Indiana Pacers . April 23, 2021 : Signed a two-way contract with the Indiana Pacers . August 24, 2021 : Waived by the Indiana Pacers . October 13, 2023 : Signed an Exhibit 10 contract with the Denver Nuggets . October 18, 2023 : Waived by the Denver Nuggets .;31;Accra;Ghana;gh;September 25, 2017 : Signed a contract with the San Antonio Spurs. October 12, 2017 : Waived by the San Antonio Spurs. September 17, 2018 : Signed an Exhibit 10 contract with the San Antonio Spurs. September 20, 2018 : Waived by the San Antonio Spurs. September 3, 2019 : Signed an Exhibit 10 contract with the Indiana Pacers. October 16, 2019 : Waived by the Indiana Pacers. November 29, 2020 : Signed an Exhibit 10 contract with the Indiana Pacers. December 18, 2020 : Waived by the Indiana Pacers. April 23, 2021 : Signed a two-way contract with the Indiana Pacers. August 24, 2021 : Waived by the Indiana Pacers. October 13, 2023 : Signed an Exhibit 10 contract with the Denver Nuggets. October 18, 2023 : Waived by the Denver Nuggets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aud Brindley;https://www.basketball-reference.com/players/b/brindau01.html;Forward ▪ Shoots: Right;December 31 , 1923 in Mineola, New York us;Dartmouth College;Rockville Centre in Rockville Centre, New York;;06.Apr;79.4 kg;;;Mineola;New York;us;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Briscoe;https://www.basketball-reference.com/players/b/briscis01.html;Point Guard ▪ Shoots: Right;April 13 , 1996 (Age: 29-182d) in Newark, New Jersey us;Kentucky;Roselle Catholic in Roselle, New Jersey;;06.M�r;97.5 kg;September 14, 2017 : Signed a contract with the Portland Trail Blazers . October 14, 2017 : Waived by the Portland Trail Blazers . July 6, 2018 : Signed a multi-year contract with the Orlando Magic . November 10, 2018 : Assigned to the Lakeland Magic of the G-League. November 16, 2018 : Assigned to the Lakeland Magic of the G-League. November 17, 2018 : Recalled from the Lakeland Magic of the G-League. April 4, 2019 : Waived by the Orlando Magic .;29;Newark;New Jersey;us;September 14, 2017 : Signed a contract with the Portland Trail Blazers. October 14, 2017 : Waived by the Portland Trail Blazers. July 6, 2018 : Signed a multi-year contract with the Orlando Magic. November 10, 2018 : Assigned to the Lakeland Magic of the G-League. November 16, 2018 : Assigned to the Lakeland Magic of the G-League. November 17, 2018 : Recalled from the Lakeland Magic of the G-League. April 4, 2019 : Waived by the Orlando Magic.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
John Brisker;https://www.basketball-reference.com/players/b/briskjo01.html;Small Forward and Shooting Guard ▪ Shoots: Right;June 15 , 1947 in Detroit, Michigan us;Toledo;Hamtramck in Hamtramck, Michigan;;06.Mai;95.3 kg;September 15, 1969 : Signed a contract with the Pittsburgh Pipers . June 13, 1972 : Drafted by the Dallas Chaparrals from the Pittsburgh Condors in the dispersal draft. August 2, 1972 : Signed a contract with the Seattle SuperSonics . August 2, 1972 : Waived by the Dallas Chaparrals . August 15, 1972 : Player rights sold by the Philadelphia 76ers to the Seattle SuperSonics .;;Detroit;Michigan;us;September 15, 1969 : Signed a contract with the Pittsburgh Pipers. June 13, 1972 : Drafted by the Dallas Chaparrals from the Pittsburgh Condors in the dispersal draft. August 2, 1972 : Signed a contract with the Seattle SuperSonics. August 2, 1972 : Waived by the Dallas Chaparrals. August 15, 1972 : Player rights sold by the Philadelphia 76ers to the Seattle SuperSonics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oshae Brissett;https://www.basketball-reference.com/players/b/brissos01.html;Small Forward and Power Forward ▪ Shoots: Right;June 20 , 1998 (Age: 27-114d) in Toronto, Ontario ca;Syracuse;Athlete Institute in Mono, Canada;;06.Jul;95.3 kg;July 23, 2019 : Signed an Exhibit 10 contract with the Toronto Raptors . October 21, 2019 : Signed a two-way contract with the Toronto Raptors . November 28, 2020 : Signed a multi-year contract with the Toronto Raptors . December 19, 2020 : Waived by the Toronto Raptors . April 1, 2021 : Signed a 10-day contract with the Indiana Pacers . April 11, 2021 : Signed a 2nd 10-day contract with the Indiana Pacers . April 21, 2021 : Signed a contract with the Indiana Pacers . July 6, 2023 : Signed a multi-year contract with the Boston Celtics . March 14, 2025 : Signed a 10-day contract with the Philadelphia 76ers .;27;Toronto;Ontario;ca;July 23, 2019 : Signed an Exhibit 10 contract with the Toronto Raptors. October 21, 2019 : Signed a two-way contract with the Toronto Raptors. November 28, 2020 : Signed a multi-year contract with the Toronto Raptors. December 19, 2020 : Waived by the Toronto Raptors. April 1, 2021 : Signed a 10-day contract with the Indiana Pacers. April 11, 2021 : Signed a 2nd 10-day contract with the Indiana Pacers. April 21, 2021 : Signed a contract with the Indiana Pacers. July 6, 2023 : Signed a multi-year contract with the Boston Celtics. March 14, 2025 : Signed a 10-day contract with the Philadelphia 76ers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allan Bristow;https://www.basketball-reference.com/players/b/bristal01.html;Small Forward ▪ Shoots: Left;August 23 , 1951 (Age: 74-050d) in Richmond, Virginia us;Virginia Tech;Henrico in Richmond, Virginia;Philadelphia 76ers , 2nd round (3rd pick, 21st overall), 1973 NBA Draft;06.Jul;95.3 kg;July 31, 1972 : Traded by the Portland Trail Blazers (as a future 1973 2nd round draft pick) to the Philadelphia 76ers for Fred Foster . April 24, 1973 : Drafted by the Philadelphia 76ers in the 2nd round (21st pick) of the 1973 NBA Draft. October 22, 1975 : Waived by the Philadelphia 76ers . November 8, 1975 : Signed a contract with the San Antonio Spurs . June 17, 1976 : Moved from the ABA to the NBA with the San Antonio Spurs . June 28, 1979 : Signed as a veteran free agent with the New Orleans Jazz ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyrone Britt;https://www.basketball-reference.com/players/b/brittty01.html;Shooting Guard ▪ Shoots: Right;April 18 , 1944 (Age: 81-177d) in United States us;Johnson C. Smith University;Thomas Edison in Philadelphia, Pennsylvania;;06.Apr;86.2 kg;;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wayman Britt;https://www.basketball-reference.com/players/b/brittwa01.html;Shooting Guard ▪ Shoots: Right;August 31 , 1952 (Age: 73-042d) in Wilson's Mills, North Carolina us;Michigan;Flint Northern in Flint, Michigan;Los Angeles Lakers , 4th round (9th pick, 60th overall), 1976 NBA Draft;06.Feb;83.9 kg;June 8, 1976 : Drafted by the Los Angeles Lakers in the 4th round (60th pick) of the 1976 NBA Draft. October 18, 1976 : Waived by the Los Angeles Lakers . July 8, 1977 : Signed as a free agent with the Detroit Pistons . November 14, 1977 : Waived by the Detroit Pistons .;73;;;;June 8, 1976 : Drafted by the Los Angeles Lakers in the 4th round (60th pick) of the 1976 NBA Draft. October 18, 1976 : Waived by the Los Angeles Lakers. July 8, 1977 : Signed as a free agent with the Detroit Pistons. November 14, 1977 : Waived by the Detroit Pistons.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mike Brittain;https://www.basketball-reference.com/players/b/brittmi01.html;Center ▪ Shoots: Right;June 21 , 1963 in Clearwater, Florida us;South Carolina;Clearwater in Clearwater, Florida;San Antonio Spurs , 2nd round (5th pick, 29th overall), 1985 NBA Draft;7-0;106.6 kg;February 15, 1984 : Traded by the Kansas City Kings (as a future 1985 2nd round draft pick) with Steve Johnson , a 1984 2nd round draft pick ( Greg Wiltjer was later selected) and a 1985 2nd round draft pick ( Ken Johnson was later selected) to the Chicago Bulls for Reggie Theus . June 18, 1985 : Traded by the Chicago Bulls (as a future 1985 2nd round draft pick) with Steve Johnson to the San Antonio Spurs for Gene Banks . June 18, 1985 : Drafted by the San Antonio Spurs in the 2nd round (29th pick) of the 1985 NBA Draft. March 30, 1986 : Waived by the San Antonio Spurs . October 28, 1986 : Waived by the San Antonio Spurs . March 12, 1987 : Signed the first of two 10-day contracts with the San Antonio Spurs .;;Clearwater;Florida;us;February 15, 1984 : Traded by the Kansas City Kings (as a future 1985 2nd round draft pick) with Steve Johnson , a 1984 2nd round draft pick ( Greg Wiltjer was later selected) and a 1985 2nd round draft pick ( Ken Johnson was later selected) to the Chicago Bulls for Reggie Theus. June 18, 1985 : Traded by the Chicago Bulls (as a future 1985 2nd round draft pick) with Steve Johnson to the San Antonio Spurs for Gene Banks. June 18, 1985 : Drafted by the San Antonio Spurs in the 2nd round (29th pick) of the 1985 NBA Draft. March 30, 1986 : Waived by the San Antonio Spurs. October 28, 1986 : Waived by the San Antonio Spurs. March 12, 1987 : Signed the first of two 10-day contracts with the San Antonio Spurs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dave Britton;https://www.basketball-reference.com/players/b/brittda01.html;Point Guard ▪ Shoots: Right;August 29 , 1958 (Age: 67-044d) in New York, New York us;Texas A&M;Kennedy in Bronx, New York;Dallas Mavericks , 3rd round (11th pick, 57th overall), 1980 NBA Draft;06.Apr;81.6 kg;June 10, 1980 : Drafted by the Dallas Mavericks in the 3rd round (57th pick) of the 1980 NBA Draft. September 12, 1980 : Waived by the Dallas Mavericks . December 15, 1980 : Signed a 10-day contract with the Washington Bullets .;67;New York;New York;us;June 10, 1980 : Drafted by the Dallas Mavericks in the 3rd round (57th pick) of the 1980 NBA Draft. September 12, 1980 : Waived by the Dallas Mavericks. December 15, 1980 : Signed a 10-day contract with the Washington Bullets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Izaiah Brockington;https://www.basketball-reference.com/players/b/brockiz01.html;Point Guard ▪ Shoots: Left;July 12 , 1999 (Age: 26-092d) in Towson, Maryland us;;Archbishop Ryan HS in Philadelphia, Pennsylvania;;06.Apr;90.7 kg;September 12, 2022 : Signed a two-way contract with the New Orleans Pelicans . September 23, 2022 : Waived by the New Orleans Pelicans . October 16, 2023 : Signed an Exhibit 10 contract with the New Orleans Pelicans . October 21, 2023 : Waived by the New Orleans Pelicans . March 3, 2024 : Signed a 10-day contract with the New Orleans Pelicans . September 24, 2024 : Signed an Exhibit 10 contract with the New Orleans Pelicans . September 30, 2024 : Waived by the New Orleans Pelicans .;26;Towson;Maryland;us;September 12, 2022 : Signed a two-way contract with the New Orleans Pelicans. September 23, 2022 : Waived by the New Orleans Pelicans. October 16, 2023 : Signed an Exhibit 10 contract with the New Orleans Pelicans. October 21, 2023 : Waived by the New Orleans Pelicans. March 3, 2024 : Signed a 10-day contract with the New Orleans Pelicans. September 24, 2024 : Signed an Exhibit 10 contract with the New Orleans Pelicans. September 30, 2024 : Waived by the New Orleans Pelicans.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon Brockman;https://www.basketball-reference.com/players/b/brockjo01.html;Power Forward and Center ▪ Shoots: Right;March 20 , 1987 (Age: 38-206d) in Snohomish, Washington us;Washington;Snohomish in Snohomish, Washington;Portland Trail Blazers , 2nd round (8th pick, 38th overall), 2009 NBA Draft;06.Jul;115.7 kg;October 4, 2005 : Traded by the New York Knicks (as a future 2009 2nd round draft pick) with Jermaine Jackson , Mike Sweetney , Tim Thomas , a 2006 1st round draft pick ( LaMarcus Aldridge was later selected), a 2007 1st round draft pick ( Joakim Noah was later selected) and a 2007 2nd round draft pick ( Kyrylo Fesenko was later selected) to the Chicago Bulls for Eddy Curry , Antonio Davis and a 2007 1st round draft pick ( Wilson Chandler was later selected). June 28, 2008 : As part of a 3-team trade, traded by the Chicago Bulls (as a future 2009 2nd round draft pick) with a 2010 2nd round draft pick ( Jerome Jordan was later selected) to the Portland Trail Blazers ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan Broekhoff;https://www.basketball-reference.com/players/b/broekry01.html;Small Forward and Shooting Guard ▪ Shoots: Right;August 23 , 1990 (Age: 35-050d) in Melbourne, Australia au;Valparaiso;The Peninsula School in Melbourne, Australia;;06.Jun;97.5 kg;August 6, 2018 : Signed a multi-year contract with the Dallas Mavericks . February 11, 2020 : Waived by the Dallas Mavericks . June 27, 2020 : Signed a substitution contract with the Philadelphia 76ers . (filled open two-way slot) November 27, 2020 : Signed a contract with the Philadelphia 76ers . December 14, 2020 : Waived by the Philadelphia 76ers .;35;Melbourne;Australia;au;August 6, 2018 : Signed a multi-year contract with the Dallas Mavericks. February 11, 2020 : Waived by the Dallas Mavericks. June 27, 2020 : Signed a substitution contract with the Philadelphia 76ers. (filled open two-way slot) November 27, 2020 : Signed a contract with the Philadelphia 76ers. December 14, 2020 : Waived by the Philadelphia 76ers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jim Brogan;https://www.basketball-reference.com/players/b/brogaji01.html;Shooting Guard ▪ Shoots: Right;February 24 , 1958 (Age: 67-230d) in Ardmore, Pennsylvania us;West Virginia Wesleyan College;Lower Merion in Ardmore, Pennsylvania;;06.Apr;83.9 kg;1980 : Signed as a free agent with the Golden State Warriors . September 16, 1980 : Waived by the Golden State Warriors . August 31, 1981 : Signed as a free agent with the San Diego Clippers .;67;Ardmore;Pennsylvania;us;1980 : Signed as a free agent with the Golden State Warriors. September 16, 1980 : Waived by the Golden State Warriors. August 31, 1981 : Signed as a free agent with the San Diego Clippers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Brogdon;https://www.basketball-reference.com/players/b/brogdma01.html;Point Guard and Shooting Guard ▪ Shoots: Right;December 11 , 1992 (Age: 32-305d) in Atlanta, Georgia us;Virginia;Greater Atlanta Christian in Norcross, Georgia;Milwaukee Bucks , 2nd round (6th pick, 36th overall), 2016 NBA Draft;06.Apr;103.9 kg;July 10, 2013 : As part of a 3-team trade, traded by the Portland Trail Blazers (as a future 2016 2nd round draft pick) with cash and a 2016 2nd round draft pick ( Chinanu Onuaku was later selected) to the Sacramento Kings ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Brokaw;https://www.basketball-reference.com/players/b/brokaga01.html;Shooting Guard ▪ Shoots: Right;January 11 , 1954 (Age: 71-274d) in New Brunswick, New Jersey us;Notre Dame;New Brunswick in New Brunswick, New Jersey;Milwaukee Bucks , 1st round (18th pick, 18th overall), 1974 NBA Draft;06.Apr;80.7 kg;May 28, 1974 : Drafted by the Milwaukee Bucks in the 1st round (18th pick) of the 1974 NBA Draft. January 13, 1977 : Traded by the Milwaukee Bucks with Elmore Smith to the Cleveland Cavaliers for Rowland Garrett , a 1977 1st round draft pick ( Ernie Grunfeld was later selected) and a 1978 1st round draft pick ( George Johnson was later selected). October 17, 1977 : Traded by the Cleveland Cavaliers to the Buffalo Braves for future considerations. December 14, 1977 : Waived by the Buffalo Braves .;71;New Brunswick;New Jersey;us;May 28, 1974 : Drafted by the Milwaukee Bucks in the 1st round (18th pick) of the 1974 NBA Draft. January 13, 1977 : Traded by the Milwaukee Bucks with Elmore Smith to the Cleveland Cavaliers for Rowland Garrett , a 1977 1st round draft pick ( Ernie Grunfeld was later selected) and a 1978 1st round draft pick ( George Johnson was later selected). October 17, 1977 : Traded by the Cleveland Cavaliers to the Buffalo Braves for future considerations. December 14, 1977 : Waived by the Buffalo Braves.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Price Brookfield;https://www.basketball-reference.com/players/b/brookpr01.html;Forward/Guard ▪ Shoots: Right;May 11 , 1920 in Floydada, Texas us;West Texas A&M University;Friona in Friona, Texas;;06.Apr;83.9 kg;;;Floydada;Texas;us;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clarence Brookins;https://www.basketball-reference.com/players/b/brookcl01.html;Forward ▪ Shoots: Right;November 17 , 1946 (Age: 78-329d) in United States us;Temple;John Bartram in Philadelphia, Pennsylvania;Philadelphia 76ers , 9th round (12th pick, 118th overall), 1968 NBA Draft;06.Apr;86.2 kg;June 4, 1968 : Drafted by the Philadelphia 76ers in the 9th round (118th pick) of the 1968 NBA Draft.;78;;;;June 4, 1968 : Drafted by the Philadelphia 76ers in the 9th round (118th pick) of the 1968 NBA Draft.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aaron Brooks;https://www.basketball-reference.com/players/b/brookaa01.html;Point Guard ▪ Shoots: Right;January 14 , 1985 (Age: 40-271d) in Seattle, Washington us;Oregon;Franklin in Seattle, Washington;Houston Rockets , 1st round (26th pick, 26th overall), 2007 NBA Draft;6-0;73.0 kg;June 28, 2007 : Drafted by the Houston Rockets in the 1st round (26th pick) of the 2007 NBA Draft. December 6, 2007 : Assigned to the Rio Grande Valley Vipers of the G-League. December 14, 2007 : Recalled from the Rio Grande Valley Vipers of the G-League. February 24, 2011 : Traded by the Houston Rockets to the Phoenix Suns for Goran Dragić and a 2011 1st round draft pick ( Nikola Mirotić was later selected). July 16, 2012 : Signed as a free agent with the Sacramento Kings . March 1, 2013 : Waived by the Sacramento Kings . March 5, 2013 : Signed as a free agent with the Houston Rockets . June 30, 2013 : Waived by the Houston Rockets . July 19, 2013 : Signed as a free agent with the Houston Rockets . February 20, 2014 : Traded by the Houston Rockets to the Denver Nuggets for Jordan Hamilton . July 22, 2014 : Signed a contract with the Chicago Bulls . July 14, 2015 : Signed a contract with the Chicago Bulls . July 21, 2016 : Signed a contract with the Indiana Pacers . September 21, 2017 : Signed a contract with the Minnesota Timberwolves .;40;Seattle;Washington;us;June 28, 2007 : Drafted by the Houston Rockets in the 1st round (26th pick) of the 2007 NBA Draft. December 6, 2007 : Assigned to the Rio Grande Valley Vipers of the G-League. December 14, 2007 : Recalled from the Rio Grande Valley Vipers of the G-League. February 24, 2011 : Traded by the Houston Rockets to the Phoenix Suns for Goran Dragić and a 2011 1st round draft pick ( Nikola Mirotić was later selected). July 16, 2012 : Signed as a free agent with the Sacramento Kings. March 1, 2013 : Waived by the Sacramento Kings. March 5, 2013 : Signed as a free agent with the Houston Rockets. June 30, 2013 : Waived by the Houston Rockets. July 19, 2013 : Signed as a free agent with the Houston Rockets. February 20, 2014 : Traded by the Houston Rockets to the Denver Nuggets for Jordan Hamilton. July 22, 2014 : Signed a contract with the Chicago Bulls. July 14, 2015 : Signed a contract with the Chicago Bulls. July 21, 2016 : Signed a contract with the Indiana Pacers. September 21, 2017 : Signed a contract with the Minnesota Timberwolves.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armoni Brooks;https://www.basketball-reference.com/players/b/brookar01.html;Point Guard and Shooting Guard ▪ Shoots: Right;June 5 , 1998 (Age: 27-129d) in Waco, Texas us;Houston;McNeil in Austin, Texas;;06.M�r;88.5 kg;August 27, 2019 : Signed an Exhibit 10 contract with the Atlanta Hawks . October 18, 2019 : Waived by the Atlanta Hawks . April 3, 2021 : Signed a two-way contract with the Houston Rockets . August 26, 2021 : Signed a contract with the Houston Rockets . October 13, 2021 : Signed a two-way contract with the Houston Rockets . October 14, 2021 : Converted from a two-way contract to a regular contract by the Houston Rockets . February 10, 2022 : Waived by the Houston Rockets . March 6, 2022 : Signed a 10-day contract with the Toronto Raptors . March 16, 2022 : Signed a 2nd 10-day contract with the Toronto Raptors . March 26, 2022 : Signed a contract with the Toronto Raptors . July 30, 2022 : Waived by the Toronto Raptors . September 22, 2022 : Signed a contract with the Atlanta Hawks . October 9, 2022 : Waived by the Atlanta Hawks . July 18, 2023 : Signed a two-way contract with the Brooklyn Nets . January 6, 2024 : Waived by the Brooklyn Nets .;27;Waco;Texas;us;August 27, 2019 : Signed an Exhibit 10 contract with the Atlanta Hawks. October 18, 2019 : Waived by the Atlanta Hawks. April 3, 2021 : Signed a two-way contract with the Houston Rockets. August 26, 2021 : Signed a contract with the Houston Rockets. October 13, 2021 : Signed a two-way contract with the Houston Rockets. October 14, 2021 : Converted from a two-way contract to a regular contract by the Houston Rockets. February 10, 2022 : Waived by the Houston Rockets. March 6, 2022 : Signed a 10-day contract with the Toronto Raptors. March 16, 2022 : Signed a 2nd 10-day contract with the Toronto Raptors. March 26, 2022 : Signed a contract with the Toronto Raptors. July 30, 2022 : Waived by the Toronto Raptors. September 22, 2022 : Signed a contract with the Atlanta Hawks. October 9, 2022 : Waived by the Atlanta Hawks. July 18, 2023 : Signed a two-way contract with the Brooklyn Nets. January 6, 2024 : Waived by the Brooklyn Nets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
